   step	 WHOLE	 ONE	 TWO	 THREE
   60	  0,0	  0,0	  0,0	  0,0
   61	  0,0	  0,0	  0,0	  0,0
   62	  0,0	  0,0	  0,0	  0,0
   63	  0,0	  0,0	  0,0	  0,0
   64	  0,0	  0,0	  0,0	  0,0
   65	  0,0	  0,0	  0,0	  0,0
   66	  0,0	  0,0	  0,0	  0,0
   67	  0,0	  0,0	  0,0	  0,0
   68	  0,0	  0,0	  0,0	  0,0
   69	  0,0	  0,0	  0,0	  0,0
   70	  0,0	  0,0	  0,0	  0,0
   71	  0,0	  0,0	  0,0	  0,0
   72	  0,0	  0,0	  0,0	  0,0
   73	  0,0	  0,0	  0,0	  0,0
   74	  0,0	  0,0	  0,0	  0,0
   75	  0,0	  0,0	  0,0	  0,0
   76	  0,0	  0,0	  0,0	  0,0
   77	  0,0	  0,0	  0,0	  0,0
   78	  0,0	  0,0	  0,0	  0,0
   79	  0,0	  0,0	  0,0	  0,0
   80	  0,0	  0,0	  0,0	  0,0
   81	  0,0	  0,0	  0,0	  0,0
   82	  0,0	  0,0	  0,0	  0,0
   83	  0,0	  0,0	  0,0	  0,0
   84	  0,0	  0,0	  0,0	  0,0
   85	  0,0	  0,0	  0,0	  0,0
   86	  0,0	  0,0	  0,0	  0,0
   87	  0,0	  0,0	  0,0	  0,0
   88	  0,0	  0,0	  0,0	  0,0
   89	  0,0	  0,0	  0,0	  0,0
   90	  0,0	  0,0	  0,0	  0,0
   91	  0,0	  0,0	  0,0	  0,0
   92	  0,0	  0,0	  0,0	  0,0
   93	  0,0	  3,3	  0,0	  0,0
   94	  0,0	  3,3	  0,0	  0,0
   95	  0,0	  3,3	  0,0	  0,0
   96	  0,0	  3,3	  0,0	  0,0
   97	  0,0	  3,3	  0,0	  0,0
   98	  0,0	  3,3	  0,0	  0,0
   99	  0,0	  3,3	  0,0	  0,0
  100	  0,0	  3,3	  0,0	  0,0
  101	  0,0	  3,3	  0,0	  0,0
  102	  0,0	  3,3	  0,0	  0,0
  103	  0,0	  3,3	  0,0	  0,0
  104	  0,0	  3,3	  0,0	  0,0
  105	  0,0	  3,3	  0,0	  0,0
  106	  0,0	  3,3	  0,0	  0,0
  107	  0,0	  3,3	  0,0	  0,0
  108	  0,0	  3,3	  0,0	  0,0
  109	  0,0	  3,3	  0,0	  0,0
  110	  0,0	  3,3	  0,0	  0,0
  111	  0,0	  3,3	  0,0	  0,0
  112	  0,0	  3,3	  0,0	  0,0
  113	  0,0	  3,3	  0,0	  0,0
  114	  0,0	  3,3	  0,0	  0,0
  115	  0,0	  3,3	  0,0	  0,0
  116	  0,0	  3,3	  0,0	  0,0
  117	  0,0	  3,3	  0,0	  0,0
  118	  0,0	  3,3	  0,0	  0,0
  119	  0,0	  3,3	  0,0	  0,0
  120	  0,0	  3,3	  0,0	  0,0
  121	  0,0	  3,3	  0,0	  0,0
  122	  0,0	  3,3	  0,0	  0,0
  123	  0,0	  3,3	  0,0	  0,0
  124	  0,0	  3,3	  0,0	  0,0
  125	  0,0	  3,3	  0,0	  0,0
  126	  0,0	  3,3	  0,0	  0,0
  127	  0,0	  3,3	  0,0	  0,0
  128	  0,0	  3,3	  0,0	  0,0
  129	  0,0	  3,3	  0,0	  0,0
  130	  0,0	  3,3	  0,0	  0,0
  131	  0,0	  3,3	  0,0	  0,0
  132	  0,0	  3,3	  0,0	  0,0
  133	  0,0	  3,3	  0,0	  0,0
  134	  0,0	  3,3	  0,0	  0,0
  135	  0,0	  3,3	  0,0	  0,0
  136	  0,0	  3,3	  4,7	  0,0
  137	  0,0	  3,3	  4,7	  0,0
  138	  0,0	  3,3	  8,3	  0,0
  139	  0,0	  3,3	  8,3	  0,0
  140	  0,0	  3,3	  8,3	  0,0
  141	  0,0	  3,3	  8,3	  0,0
  142	  0,0	  3,3	  8,3	  0,0
  143	  0,0	  3,3	  8,3	  0,0
  144	  0,0	  3,3	  8,3	  0,0
  145	  0,0	  3,3	  8,3	  0,0
  146	  0,0	  3,3	  8,3	  0,0
  147	  0,0	  3,3	  8,3	  0,0
  148	  0,0	  3,3	  8,3	  0,0
  149	  0,0	  3,3	  8,3	  0,0
  150	  3,9	  3,3	  8,3	  0,0
  151	  3,9	  3,3	  8,3	  3,9
  152	  3,9	  3,3	  8,3	  3,9
  153	  3,9	  3,3	 10,0	  3,9
  154	  3,9	  3,3	 10,0	  3,9
  155	  3,9	  7,1	 10,0	  3,9
  156	  3,9	  7,1	 10,0	  3,9
  157	  3,9	  7,1	 10,0	  3,9
  158	  3,9	  7,1	 10,0	  3,9
  159	  3,9	  7,1	 10,0	  3,9
  160	  3,9	  7,1	 10,0	  3,9
  161	  3,9	  7,1	 10,0	  3,9
  162	  3,9	  7,1	 10,0	  3,9
  163	  3,9	  7,1	 10,0	  3,9
  164	  3,9	  7,1	 10,0	  3,9
  165	  3,9	  7,1	 10,0	  3,9
  166	  7,1	  7,1	 10,0	  3,9
  167	  7,1	  7,1	 10,0	  3,9
  168	  7,1	  7,1	 10,0	  3,9
  169	  7,1	  7,1	 10,0	  3,9
  170	  7,1	  7,1	 10,0	  3,9
  171	  7,1	  7,1	 10,0	  3,9
  172	  7,1	  7,1	 10,0	  3,9
  173	  7,1	  7,1	 10,0	  3,9
  174	  7,1	  7,1	 10,0	  3,9
  175	  7,1	  7,1	 10,0	  3,9
  176	  7,1	  7,1	 10,0	  3,9
  177	  7,1	  7,1	 10,0	  3,9
  178	  7,1	  7,1	 10,0	  3,9
  179	  7,1	  7,1	 10,0	  3,9
  180	  7,1	  7,1	 10,0	  3,9
  181	  7,1	  7,1	 10,0	  3,9
  182	  7,1	  7,1	 10,0	  3,9
  183	  7,1	  7,1	 10,0	  3,9
  184	  7,1	  7,1	 10,0	  3,9
  185	  7,1	  7,1	 10,0	  3,9
  186	  7,1	  7,1	 10,0	  3,9
  187	  7,1	  7,1	 10,0	  3,9
  188	  7,1	  7,1	 10,0	  3,9
  189	  7,1	  7,1	 10,0	  3,9
  190	  7,1	  7,1	 10,0	  3,9
  191	  7,1	  7,1	 10,0	  8,6
  192	 11,9	  7,1	 10,0	  8,6
  193	 11,9	 14,1	 10,0	  8,6
  194	 11,9	 14,1	 10,0	  8,6
  195	 11,9	 14,1	 10,0	  8,6
  196	 11,9	 14,1	 10,0	  8,6
  197	 11,9	 14,1	 10,0	  8,6
  198	 11,9	 14,1	 10,0	  8,6
  199	 11,9	 14,1	 10,0	  8,6
  200	 11,9	 14,1	 10,0	  8,6
  201	 11,9	 14,1	 10,0	  8,6
  202	 11,9	 14,1	 10,0	  8,6
  203	 11,9	 14,1	 10,0	  8,6
  204	 11,9	 14,1	 10,0	  8,6
  205	 11,9	 18,0	 10,0	  8,6
  206	 11,9	 18,0	 15,6	  8,6
  207	 11,9	 18,0	 15,6	  8,6
  208	 11,9	 18,0	 15,6	  8,6
  209	 11,9	 18,0	 15,6	  8,6
  210	 11,9	 18,0	 15,6	  8,6
  211	 11,9	 18,0	 15,6	  8,6
  212	 11,9	 18,0	 15,6	  8,6
  213	 11,9	 18,0	 15,6	  8,6
  214	 11,9	 18,0	 15,6	  8,6
  215	 11,9	 18,0	 19,2	  8,6
  216	 11,9	 18,0	 19,2	  8,6
  217	 13,6	 18,0	 19,2	  8,6
  218	 13,6	 18,0	 19,2	 10,3
  219	 13,6	 18,0	 19,2	 10,3
  220	 13,6	 18,0	 19,2	 10,3
  221	 13,6	 18,0	 19,2	 10,3
  222	 13,6	 18,0	 19,2	 10,3
  223	 13,6	 18,0	 19,2	 10,3
  224	 13,6	 18,0	 19,2	 10,3
  225	 13,6	 18,0	 19,2	 10,3
  226	 13,6	 18,0	 19,2	 10,3
  227	 13,6	 18,0	 19,2	 14,2
  228	 13,6	 18,0	 19,2	 14,2
  229	 13,6	 18,0	 19,2	 14,2
  230	 13,6	 18,0	 19,2	 19,8
  231	 13,6	 18,0	 19,2	 19,8
  232	 13,6	 18,0	 19,2	 19,8
  233	 13,6	 18,0	 19,2	 19,8
  234	 13,6	 18,0	 19,2	 19,8
  235	 13,6	 18,0	 19,2	 19,8
  236	 13,6	 18,0	 19,2	 19,8
  237	 18,2	 18,0	 19,2	 19,8
  238	 18,2	 22,7	 19,2	 19,8
  239	 18,2	 22,7	 19,2	 19,8
  240	 18,2	 22,7	 19,2	 19,8
  241	 21,9	 22,7	 19,2	 19,8
  242	 21,9	 22,7	 19,2	 19,8
  243	 21,9	 22,7	 19,2	 19,8
  244	 21,9	 22,7	 19,2	 19,8
  245	 21,9	 22,7	 19,2	 19,8
  246	 21,9	 22,7	 19,2	 19,8
  247	 21,9	 22,7	 19,2	 19,8
  248	 21,9	 22,7	 19,2	 19,8
  249	 21,9	 22,7	 19,2	 19,8
  250	 21,9	 22,7	 19,2	 19,8
  251	 21,9	 22,7	 19,2	 19,8
  252	 27,5	 22,7	 19,2	 19,8
  253	 31,3	 22,7	 23,1	 23,7
  254	 31,3	 22,7	 23,1	 23,7
  255	 31,3	 22,7	 23,1	 23,7
  256	 31,3	 22,7	 23,1	 23,7
  257	 31,3	 22,7	 23,1	 23,7
  258	 31,3	 22,7	 26,9	 23,7
  259	 31,3	 22,7	 26,9	 23,7
  260	 31,3	 22,7	 26,9	 23,7
  261	 31,3	 22,7	 26,9	 23,7
  262	 31,3	 22,7	 26,9	 23,7
  263	 31,3	 22,7	 26,9	 23,7
  264	 31,3	 22,7	 26,9	 23,7
  265	 31,3	 22,7	 26,9	 23,7
  266	 31,3	 22,7	 26,9	 28,4
  267	 31,3	 22,7	 26,9	 28,4
  268	 31,3	 22,7	 26,9	 28,4
  269	 31,3	 22,7	 26,9	 28,4
  270	 31,3	 22,7	 26,9	 28,4
  271	 31,3	 27,4	 26,9	 28,4
  272	 31,3	 27,4	 26,9	 28,4
  273	 31,3	 27,4	 26,9	 28,4
  274	 31,3	 27,4	 26,9	 28,4
  275	 31,3	 27,4	 26,9	 28,4
  276	 31,3	 27,4	 26,9	 34,7
  277	 31,3	 27,4	 26,9	 34,7
  278	 31,3	 27,4	 29,7	 34,7
  279	 31,3	 27,4	 29,7	 34,7
  280	 31,3	 27,4	 29,7	 34,7
  281	 31,3	 27,4	 29,7	 34,7
  282	 31,3	 29,1	 29,8	 34,7
  283	 31,3	 29,1	 29,8	 34,7
  284	 31,3	 29,1	 29,8	 34,7
  285	 31,3	 30,8	 29,8	 34,7
  286	 31,3	 30,8	 29,8	 34,7
  287	 31,3	 30,8	 29,8	 34,7
  288	 31,3	 30,8	 29,8	 34,7
  289	 31,3	 30,8	 29,8	 34,7
  290	 31,3	 30,8	 29,8	 34,7
  291	 31,3	 30,8	 29,8	 34,7
  292	 31,3	 30,8	 29,8	 34,7
  293	 31,3	 30,8	 29,8	 34,7
  294	 31,3	 30,8	 29,8	 36,3
  295	 31,3	 30,8	 29,8	 36,3
  296	 31,3	 30,8	 29,8	 36,3
  297	 31,3	 30,8	 29,8	 36,3
  298	 31,3	 30,8	 29,8	 36,3
  299	 31,3	 30,8	 29,8	 36,3
  300	 31,3	 30,8	 29,8	 36,3
  301	 31,3	 30,8	 29,8	 36,3
  302	 31,3	 30,8	 33,7	 39,1
  303	 31,3	 30,8	 33,7	 39,1
  304	 31,3	 30,8	 33,7	 40,8
  305	 31,3	 30,8	 33,7	 40,8
  306	 31,3	 30,8	 33,7	 40,9
  307	 31,3	 30,8	 33,7	 40,9
  308	 31,3	 35,0	 33,7	 40,9
  309	 31,3	 35,0	 33,7	 40,9
  310	 31,3	 35,0	 38,3	 40,9
  311	 31,3	 35,0	 38,3	 40,9
  312	 31,3	 35,0	 38,3	 40,9
  313	 31,3	 35,0	 38,3	 40,9
  314	 31,3	 35,0	 38,3	 40,9
  315	 31,3	 35,0	 38,3	 40,9
  316	 31,3	 35,0	 38,3	 40,9
  317	 31,3	 35,0	 38,3	 40,9
  318	 35,0	 35,0	 38,3	 40,9
  319	 35,0	 35,0	 38,3	 40,9
  320	 35,0	 35,0	 38,3	 40,9
  321	 35,0	 35,0	 38,3	 40,9
  322	 35,0	 35,0	 38,3	 40,9
  323	 35,0	 35,0	 38,3	 40,9
  324	 35,0	 35,0	 38,3	 40,9
  325	 35,0	 35,0	 38,3	 40,9
  326	 35,0	 35,0	 38,3	 40,9
  327	 35,0	 35,0	 38,3	 42,6
  328	 35,0	 35,0	 38,3	 42,6
  329	 35,0	 35,0	 40,0	 42,6
  330	 35,0	 35,0	 40,0	 48,2
  331	 35,0	 38,9	 40,0	 48,2
  332	 35,0	 38,9	 40,0	 48,2
  333	 36,6	 38,9	 40,0	 48,2
  334	 36,6	 38,9	 40,0	 48,2
  335	 36,6	 38,9	 40,0	 48,2
  336	 36,6	 38,9	 40,0	 48,2
  337	 36,6	 38,9	 40,0	 48,2
  338	 36,6	 38,9	 40,0	 48,2
  339	 36,6	 38,9	 40,0	 48,2
  340	 36,6	 38,9	 40,0	 48,2
  341	 36,6	 38,9	 40,0	 48,2
  342	 36,6	 45,4	 43,3	 48,2
  343	 36,6	 45,4	 43,3	 48,2
  344	 36,6	 45,4	 43,3	 48,2
  345	 36,6	 45,4	 43,3	 48,2
  346	 36,6	 45,4	 43,3	 48,2
  347	 36,6	 45,4	 43,3	 48,2
  348	 36,6	 45,4	 43,3	 48,2
  349	 36,6	 45,4	 43,3	 48,2
  350	 36,6	 45,4	 43,3	 48,2
  351	 36,6	 45,4	 43,3	 48,2
  352	 36,6	 49,3	 43,3	 48,2
  353	 36,6	 49,3	 43,3	 48,2
  354	 36,6	 49,3	 43,3	 48,2
  355	 36,6	 49,3	 43,3	 48,2
  356	 36,6	 49,3	 43,3	 48,2
  357	 36,6	 49,3	 43,3	 48,2
  358	 36,6	 49,3	 43,3	 48,2
  359	 36,6	 49,3	 49,1	 48,2
  360	 36,6	 49,3	 49,1	 48,2
  361	 36,6	 49,3	 49,1	 48,2
  362	 36,6	 49,3	 49,1	 48,2
  363	 36,6	 49,3	 49,1	 48,2
  364	 40,3	 49,3	 54,7	 48,2
  365	 40,3	 49,3	 54,7	 48,2
  366	 40,3	 49,3	 54,7	 48,2
  367	 40,3	 49,3	 54,7	 48,2
  368	 40,3	 57,3	 54,7	 48,2
  369	 40,3	 57,3	 54,7	 48,2
  370	 40,3	 57,3	 54,7	 53,9
  371	 40,3	 57,3	 54,7	 53,9
  372	 40,3	 57,3	 54,7	 53,9
  373	 40,3	 57,3	 54,7	 53,9
  374	 40,3	 57,3	 54,7	 53,9
  375	 40,3	 57,3	 54,7	 53,9
  376	 40,3	 57,3	 54,7	 53,9
  377	 40,3	 57,3	 54,7	 53,9
  378	 40,3	 57,3	 54,7	 53,9
  379	 40,3	 57,3	 54,7	 53,9
  380	 40,3	 57,3	 61,0	 53,9
  381	 40,3	 57,3	 62,7	 53,9
  382	 40,3	 57,3	 62,7	 53,9
  383	 40,3	 57,3	 62,7	 53,9
  384	 40,3	 57,3	 62,7	 53,9
  385	 40,3	 57,3	 62,7	 53,9
  386	 40,3	 57,3	 62,7	 57,5
  387	 40,3	 57,3	 62,7	 57,5
  388	 43,9	 57,3	 62,7	 57,5
  389	 43,9	 57,3	 62,7	 57,5
  390	 43,9	 57,3	 62,7	 57,5
  391	 43,9	 57,3	 62,7	 62,2
  392	 43,9	 57,3	 62,7	 62,2
  393	 43,9	 57,3	 62,7	 62,2
  394	 48,7	 57,3	 62,7	 62,2
  395	 48,7	 57,3	 69,7	 62,2
  396	 48,7	 57,3	 69,7	 62,2
  397	 48,7	 57,3	 69,7	 62,2
  398	 48,7	 59,0	 69,7	 62,2
  399	 48,7	 59,0	 69,7	 62,2
  400	 48,7	 59,0	 69,7	 62,2
  401	 48,7	 59,0	 69,7	 62,2
  402	 48,7	 59,0	 69,7	 65,0
  403	 48,7	 59,0	 69,7	 65,0
  404	 48,7	 65,3	 69,7	 66,6
  405	 48,7	 65,3	 69,7	 66,6
  406	 48,7	 65,3	 69,7	 66,8
  407	 48,7	 65,3	 69,7	 70,9
  408	 48,7	 65,3	 69,7	 70,9
  409	 48,7	 65,3	 69,7	 70,9
  410	 48,7	 65,3	 69,7	 70,9
  411	 48,7	 65,3	 69,7	 70,9
  412	 48,7	 65,3	 69,7	 70,9
  413	 48,7	 65,3	 69,7	 70,9
  414	 48,7	 65,3	 69,7	 70,9
  415	 55,2	 65,3	 69,7	 70,9
  416	 55,2	 65,3	 69,7	 70,9
  417	 55,2	 70,1	 69,7	 70,9
  418	 55,2	 70,1	 69,7	 70,9
  419	 55,2	 75,6	 69,7	 70,9
  420	 55,2	 75,6	 69,7	 70,9
  421	 55,2	 75,6	 69,7	 70,9
  422	 55,2	 75,6	 69,7	 70,9
  423	 55,2	 75,6	 69,7	 70,9
  424	 55,2	 75,6	 69,7	 70,9
  425	 55,2	 75,6	 69,7	 70,9
  426	 55,2	 75,6	 69,7	 70,9
  427	 55,2	 75,6	 69,7	 70,9
  428	 55,2	 75,6	 69,7	 70,9
  429	 55,2	 75,6	 69,7	 70,9
  430	 55,2	 75,6	 69,7	 70,9
  431	 55,2	 75,6	 69,7	 70,9
  432	 55,2	 75,6	 69,7	 70,9
  433	 55,2	 75,6	 69,7	 70,9
  434	 55,2	 75,6	 69,7	 70,9
  435	 55,2	 75,6	 69,7	 70,9
  436	 55,2	 75,6	 69,7	 70,9
  437	 55,2	 75,6	 69,7	 70,9
  438	 55,2	 75,6	 69,7	 70,9
  439	 55,2	 75,6	 69,7	 70,9
  440	 55,2	 75,6	 69,7	 70,9
  441	 55,2	 75,6	 75,4	 75,5
  442	 55,2	 75,6	 75,4	 78,3
  443	 55,2	 75,6	 75,4	 78,3
  444	 55,2	 75,6	 75,4	 78,3
  445	 55,2	 75,6	 75,4	 78,3
  446	 55,2	 75,6	 75,4	 81,8
  447	 55,2	 75,6	 75,4	 81,8
  448	 55,2	 75,6	 75,4	 81,8
  449	 55,2	 75,6	 75,4	 81,8
  450	 59,0	 75,6	 75,4	 91,3
  451	 68,5	 75,6	 75,4	 91,3
  452	 68,5	 75,6	 75,4	 91,3
  453	 68,5	 75,6	 75,4	 91,3
  454	 68,5	 75,6	 75,4	 91,3
  455	 68,5	 75,6	 75,4	 91,3
  456	 68,5	 75,6	 75,4	 91,3
  457	 68,5	 75,6	 75,4	 91,3
  458	 68,5	 75,6	 75,4	 91,3
  459	 68,5	 75,6	 75,4	 91,3
  460	 74,4	 75,6	 75,4	 91,3
  461	 74,4	 81,5	 75,4	 91,3
  462	 74,4	 81,5	 75,4	 91,3
  463	 74,4	 81,5	 75,4	 91,3
  464	 74,4	 81,5	 75,4	 91,3
  465	 74,4	 81,5	 75,4	 91,3
  466	 74,4	 86,3	 75,4	 91,3
  467	 80,0	 86,3	 79,0	 91,3
  468	 80,0	 86,3	 79,0	 91,3
  469	 80,0	 91,1	 79,0	 91,3
  470	 84,8	 91,1	 81,4	 91,3
  471	 84,8	 91,1	 81,4	 91,3
  472	 90,5	 91,1	 86,1	 91,3
  473	 90,5	 91,1	 86,1	 91,3
  474	 90,5	 91,1	 86,1	 91,3
  475	 90,5	 91,1	 86,1	 91,3
  476	 90,5	 91,1	 86,1	 91,3
  477	 90,5	 91,1	 86,1	 91,3
  478	 90,5	 91,1	 86,1	 91,3
  479	 90,5	 91,1	 86,1	 91,3
  480	 90,5	 92,8	 86,1	 91,3
  481	 90,5	 92,8	 86,1	 91,3
  482	 90,5	 92,8	 86,1	 91,3
  483	 90,5	 92,8	 86,1	 99,0
  484	 90,5	 92,8	 86,1	 99,0
  485	 90,5	 92,8	 86,1	 99,0
  486	 90,5	 94,4	 86,1	 99,0
  487	 90,5	 94,4	 86,1	 99,0
  488	 90,5	 94,4	 86,1	 99,0
  489	 93,7	 94,4	 86,1	 99,0
  490	 93,7	 94,4	 86,1	 99,0
  491	 93,7	 94,4	 86,1	 99,0
  492	 93,7	 94,4	 86,1	 99,0
  493	 93,7	 94,4	 86,1	104,8
  494	 93,7	 94,4	 86,1	104,8
  495	 93,7	 94,4	 86,1	104,8
  496	 93,7	 94,4	 86,1	104,8
  497	 93,7	 94,4	 86,1	104,8
  498	 93,7	 94,4	 86,1	104,8
  499	 93,7	 94,4	 86,1	104,8
  500	 93,7	 94,4	 86,1	109,6
  501	 93,7	 94,4	 86,1	109,6
  502	 93,7	 94,4	 86,1	109,6
  503	 93,7	 94,4	 86,1	109,6
  504	 93,7	 94,4	 86,1	109,6
  505	 93,7	 94,4	 86,1	109,6
  506	 93,7	 94,4	 86,1	109,6
  507	 93,7	 94,4	 86,1	113,7
  508	 93,7	 94,4	 86,1	113,7
  509	 93,7	 94,4	 86,1	113,7
  510	 93,7	 94,4	 90,4	113,7
  511	 93,7	 94,4	 90,4	113,7
  512	 93,7	 94,4	 90,4	113,7
  513	 93,7	 94,4	 90,4	113,7
  514	 95,4	 94,4	 90,4	113,7
  515	 95,4	 94,4	 90,4	113,7
  516	 95,4	 94,4	 90,4	113,7
  517	 97,1	 94,4	 90,4	113,7
  518	 97,1	 94,4	 90,4	113,7
  519	 97,1	 94,4	 90,4	113,7
  520	 97,1	 94,4	 90,4	113,7
  521	 97,1	 94,4	 90,4	113,7
  522	 97,1	 94,4	 90,4	113,7
  523	 97,1	 94,4	 90,4	113,7
  524	 97,1	 94,4	 90,4	113,7
  525	 97,1	 94,4	 90,4	113,7
  526	 97,1	 94,4	 90,4	113,7
  527	 97,1	 94,4	 90,4	113,7
  528	 97,1	 94,4	 96,1	113,7
  529	 97,1	 94,4	 96,1	113,7
  530	 97,1	103,9	 96,1	113,7
  531	 97,1	103,9	 96,1	113,7
  532	 97,1	103,9	 96,1	113,7
  533	 97,1	103,9	 96,1	113,7
  534	 97,1	103,9	 96,1	113,7
  535	 97,1	103,9	 96,1	113,7
  536	 97,1	103,9	 96,1	113,7
  537	 97,1	103,9	 96,1	113,7
  538	 97,1	109,6	 96,1	113,7
  539	 97,1	109,6	 96,1	113,7
  540	 97,1	113,2	 96,1	113,7
  541	 97,1	113,2	 96,1	113,7
  542	 97,1	113,2	 96,1	113,7
  543	 97,1	113,2	 96,1	113,7
  544	 99,8	113,2	 96,1	113,7
  545	 99,8	116,2	 96,1	113,7
  546	 99,8	116,2	 96,1	117,1
  547	 99,8	116,2	 96,1	117,1
  548	 99,9	119,3	 96,1	117,1
  549	 99,9	119,3	 96,1	117,1
  550	 99,9	119,3	 96,1	117,1
  551	 99,9	119,3	 96,1	117,1
  552	 99,9	119,3	 96,1	117,1
  553	 99,9	119,3	 96,1	117,1
  554	 99,9	119,3	 96,1	117,1
  555	108,2	124,8	 96,1	117,1
  556	108,2	124,8	 96,1	122,1
  557	108,2	124,8	 96,1	122,1
  558	113,8	124,8	 96,1	122,1
  559	113,8	124,8	 96,1	122,1
  560	113,8	124,8	 96,1	122,1
  561	113,8	124,8	 96,1	122,1
  562	113,8	124,8	 96,1	122,1
  563	113,8	124,8	102,4	122,1
  564	113,8	129,6	102,4	122,1
  565	113,8	129,6	107,2	122,1
  566	113,8	129,6	107,2	122,1
  567	113,8	129,6	107,2	122,1
  568	113,8	129,6	107,2	122,1
  569	113,8	129,6	107,2	122,1
  570	113,8	129,6	107,2	128,9
  571	113,8	129,6	107,2	128,9
  572	113,8	129,6	107,2	128,9
  573	113,8	129,6	119,9	136,0
  574	113,8	129,6	119,9	136,0
  575	113,8	129,6	119,9	136,0
  576	113,8	129,6	119,9	136,0
  577	113,8	129,6	119,9	136,0
  578	113,8	129,6	119,9	136,0
  579	113,8	129,6	119,9	136,0
  580	113,8	133,4	119,9	136,0
  581	113,8	133,4	119,9	136,0
  582	113,8	133,4	119,9	136,0
  583	113,8	133,4	119,9	136,0
  584	113,8	133,4	119,9	136,0
  585	113,8	133,4	119,9	136,0
  586	113,8	133,4	119,9	136,0
  587	113,8	133,4	127,6	136,0
  588	113,8	133,4	127,6	136,0
  589	113,8	133,4	127,6	136,0
  590	113,8	133,4	127,6	140,6
  591	113,8	133,4	138,8	140,6
  592	113,8	133,4	138,8	140,6
  593	113,8	135,1	138,8	140,6
  594	113,8	135,1	138,8	140,6
  595	119,4	135,1	138,8	146,5
  596	119,4	135,1	138,8	146,5
  597	119,4	135,1	138,8	146,5
  598	119,4	135,1	138,8	146,5
  599	119,4	135,1	138,8	146,5
  600	119,4	135,1	141,5	151,4
  601	119,4	135,1	141,5	157,0
  602	119,4	135,1	141,5	157,0
  603	121,1	135,1	141,5	157,0
  604	121,1	135,1	141,6	163,9
  605	121,1	135,1	145,3	163,9
  606	121,1	139,8	145,3	163,9
  607	121,1	139,8	145,3	163,9
  608	121,1	139,8	145,3	169,6
  609	121,1	139,8	145,3	169,6
  610	121,1	139,8	145,3	169,6
  611	121,1	147,5	145,3	169,6
  612	121,1	147,5	145,3	169,6
  613	121,1	150,3	145,3	169,6
  614	121,1	150,3	145,3	175,4
  615	121,1	150,3	145,3	175,4
  616	126,7	150,3	149,9	175,4
  617	126,7	150,4	149,9	175,4
  618	126,7	150,4	149,9	175,4
  619	126,7	156,9	149,9	175,4
  620	126,7	156,9	149,9	175,4
